date,salesperson,region,product,units,revenue
2026-12-09,Fatima,Central,Product E,93,34508.67
2026-12-09,Sara,Central,Product E,44,15922.24
2026-12-10,Zara,North,Product E,64,23372.21
2026-12-11,Bilal,Central,Product D,86,21419.1
2026-12-11,Ali,South,Product B,71,22751.15
2026-12-12,Hina,West,Product B,80,20123.57
2026-12-12,Usman,South,Product A,17,4281.09
2026-12-13,Usman,East,Product D,18,3378.53
2026-12-13,Ali,South,Product B,93,28985.01
2026-12-14,Zara,Central,Product B,49,15768.54
2026-12-14,Zara,North,Product F,87,33073.74
2026-12-14,Hina,South,Product E,53,20103.55
2026-12-14,Sara,South,Product D,12,3030.05
2026-12-14,Ahmed,North,Product B,82,24186.68
2026-12-14,Usman,Central,Product D,52,12726.4
2026-12-14,Zara,West,Product E,90,29689.56
2026-12-14,Hina,East,Product C,61,19744.33
2026-12-15,Bilal,Central,Product D,29,7255.34
2026-12-15,Ayesha,Central,Product D,16,3941.23
2026-12-15,Usman,Central,Product A,54,13020.56
2026-12-15,Usman,Central,Product C,57,14812.34
2026-12-16,Ahmed,West,Product A,7,1795.87
2026-12-16,Usman,South,Product F,23,10122.14
2026-12-17,Usman,North,Product B,73,22455.89
2026-12-17,Fatima,Central,Product A,6,1609.65
2026-12-17,Bilal,South,Product F,16,6273.23
2026-12-17,Fatima,East,Product D,97,22247.13
2026-12-18,Zara,North,Product C,64,21441.71
2026-12-18,Bilal,Central,Product D,37,9129.83
2026-12-18,Fatima,West,Product E,80,24378.28
2026-12-18,Ahmed,West,Product A,94,23628.35
2026-12-18,Ali,Central,Product F,68,29915.97
2026-12-18,Ali,East,Product D,89,17236.16
2026-12-18,Fatima,South,Product F,88,40217.9
2026-12-18,Bilal,Central,Product A,41,11065.72
2026-12-19,Ali,Central,Product D,38,9531.41
2026-12-19,Zara,South,Product D,52,11066.37
2026-12-20,Ahmed,South,Product B,99,27588.6
2026-12-20,Ahmed,Central,Product A,52,13321.79
2026-12-20,Ahmed,North,Product B,37,10287.08
2026-12-20,Ayesha,North,Product F,43,19007.51
2026-12-20,Zara,North,Product E,87,28626.59
2026-12-21,Usman,Central,Product A,51,13521.25
2026-12-22,Zara,South,Product E,77,25854.43
2026-12-22,Bilal,North,Product B,39,11584.04
2026-12-22,Ali,East,Product A,89,21424.13
2026-12-23,Hina,East,Product A,43,9281.6
2026-12-23,Bilal,Central,Product B,29,7926.21
2026-12-23,Bilal,North,Product D,54,11582.64
2026-12-23,Hamza,West,Product A,76,17570.43
2026-12-23,Hamza,West,Product E,100,37379.29
2026-12-24,Hamza,West,Product B,66,20085.3
2026-12-24,Ahmed,West,Product A,6,1533.33
2026-12-24,Hamza,South,Product E,81,27980.4
2026-12-24,Fatima,Central,Product A,95,25179.0
2026-12-24,Hina,North,Product D,44,10215.72
2026-12-25,Ayesha,West,Product F,16,6791.1
2026-12-25,Ahmed,East,Product E,33,10238.02
2026-12-25,Hina,Central,Product C,44,12536.04
2026-12-27,Ali,West,Product F,26,10734.83
2026-12-27,Bilal,North,Product F,42,16132.42
2026-12-27,Ayesha,West,Product C,66,18901.89
2026-12-27,Hina,South,Product E,41,15185.09
2026-12-28,Usman,South,Product F,20,8594.75
2026-12-28,Bilal,West,Product E,45,14614.39
2026-12-28,Ahmed,Central,Product B,76,20163.12
2026-12-28,Ayesha,North,Product D,57,11903.78
2026-12-29,Ayesha,West,Product C,93,24293.86
2026-12-29,Hina,West,Product E,71,25668.6
2026-12-29,Fatima,Central,Product B,28,7888.47
2026-12-30,Hamza,West,Product B,72,22454.2
2026-12-30,Sara,North,Product C,87,23041.31
2026-12-30,Hina,West,Product B,33,8252.4
2026-12-30,Ali,East,Product D,16,3516.89
2026-12-31,Ali,West,Product F,37,16004.35
2026-12-31,Usman,North,Product C,25,7643.91
2026-12-31,Hina,West,Product A,16,3753.08
2026-12-31,Fatima,West,Product E,72,23649.43
2026-12-31,Zara,West,Product A,80,20576.45
